subset_size,wall_seconds,internal_seconds,seconds_per_floorplan,num_all_floorplans,estimated_all_seconds,reference_seconds_per_floorplan,speedup_vs_reference
10,38.900932,36.431908,3.643191,4571,16653.03,8.625482,2.37
