subset_size,wall_seconds,internal_seconds,seconds_per_floorplan,num_all_floorplans,estimated_all_seconds,reference_seconds_per_floorplan,speedup_vs_reference
10,26.409325,21.259615,2.125961,4571,9717.77,8.625482,4.06
